English,Korean
disks,"얇고, 납작한, 원형물, 음반, 디스크(컴퓨터의, 자기(磁氣), 기억, 장치), …을, 음반에, 취입하다, …을, 원판, 써레(disk, harrow)로, 갈다"
condo,"condominium(분양, 아파트), …을, 맨션으로, 개조하다"
pokemon,"[고유], 포켓몬"
amplifier,"증폭기, 앰프, 확대경"
ambien,"주위의, 안락한, 분위기를, 만들어, 내는, 둘러싸듯이, 있는"
arbitrary,"임의의, 독단적인, 제멋대로의"
prominent,"유명한, 두드러진, 실력, 있는, 탁월한, 뛰어난"
retrieve,"회수, 가져오다, 되찾다, 복구, 검색하다"
lexington,"미국, Massachusetts주, 동부의, 소도시"
vernon,"남자, 이름, Mount, Vernon, Edward, 버논"
sans,"…없이, …없어서, 산세리프"
worldcat,월드카
titanium,"티탄, 티타늄, (기호)Ti"
irs,"국세청(Internal, Revenue, Service)"
fairy,"요정, 남자, 동성애자"
builds,"짓다, …을, 형성하다, 쌓아올리다, 건물, 등을, 짓다, (감정·긴장, 등의, 정도가), 심해지다"
contacted,"(서로), 접촉하다, 접촉의, 유시계(有視界), 비행으로, (프로펠러를), 돌려!,, 발동, 걸어!, 접촉에, 의한"
shaft,"축, 샤프트, 말뚝, 갱도, 통로"
lean,"기대다, 숙이다, 기울어지다, 성향, 살코기"
bye,"안녕, 잘가요, 인사, 작별, 부전승"
cdt,"하절기, 중앙, 표준시(Central, daylight, time, 중부, 서머, 타임)"
recorders,"기록관, 형사, 법원, 임시, 판사, (각종의), 기록, 장치, 녹음, 장치, 리코더"
occasional,"가끔의, 때때로, 필요할, 때만"
leslie,"남자, 이름, 여자, 이름"
casio,카시오
deutsche,"(독일), 마르크, 100pfennigs., 약어, DM"
ana,"어록, 등량으로, ANA항공"
postings,"포스팅, 투고, 메시지, 임명"
innovations,"채용된, 새로운, 것(새, 고안), 혁신, 변경한, 것, 쇄신"
kitty,"여자, 이름, 수중의, 돈, 적립금"
postcards,"(미), 엽서, (영), 우편, 엽서, (보통), 그림, 엽서((격식), picture, postcard)"
dude,"젠체하는, 사람, 놈, 녀석"
drain,"배수하다, 소비하다, 유출하다, 마시다, 허사가, 되다"
monte,"Monte, Carlo, 스페인식의, 도박, 카드놀이, 남자, 이름"
fires,"불, 화재, 불, 같은, 번쩍임, …에, 불을, 붙이다, 공급하다"
algeria,알제리
blessed,"신성한, 축복, 받은, 행복한"
luis,"상루이스, São, Luís섬에, 있음"
reviewing,"비평을, 쓰다, (신간, 서적·연극, 등의), 평론, 재조사, (미), 복습, …을, 정밀, 검사하다"
cardiff,"카디프, 영국, 웨일스, 남부의, 항구, 도시"
cornwall,"콘월, 잉글랜드, 남서부의, 주o, 관광지로서, 유명함"
favors,"친절한, 행위, 호의, 과보호, 찬성하다, …을, 더, 좋아하다"
potato,"감자, 포테이토"
panic,"공황, 공포, 당황, 패닉, 두려워하다"
explicitly,"솔직하게, 명시적으로"
sticks,"막대기로, 받치다, 스틱에, 짜다, 쌓아, 올리다, (미, 구어), 마리화나, 담배(stick, of, gage), (the, sticks), (구어), 삼림지"
leone,"리온, (기호)Le"
transsexual,"성도착자(性倒錯者), 성전환자, 신체적, 성의, 특징과는, 반대의, 심리적, 특징을, 가진, 사람"
ez,에스라서(Ezra)
citizenship,"시민권, 국적"
excuse,"변명, 핑계, 변명이, 되다, …의, 핑계를, 대다, 구실"
reforms,"개선되다, 개심하다, (사회·제도·정치·종교, 등의), 개량, 교정(矯正), …을, 개선하다"
basement,"지하실, 지하"
onion,양파
strand,"가닥, 고립되다, 오도가도, 못하다, 요소"
pf,"piano, forte, pfenning, Patriotic, Front, 애국, 전선"
sandwich,샌드위치
uw,"보험업자, 증권, 인수업자, you're, welcome"
lawsuit,"소송, 고소"
alto,"알토, 카운터테너, 알토인"
informative,"유익한, 교육적인, 정보성, 유용한"
girlfriend,"여자, 친구, 애인, 연인"
bloomberg,"[기업명], 블룸버그"
cheque,수표
hierarchy,"계급, 제도, 계층제, 계급제"
influenced,"영향, 세력, 영향을, 미치는, 것, …에, 영향을, 주다, (어떤, 행동을), 단행케, 하다"
banners,"일류의(leading), 최고의(foremost), (국가·군대·단체의), 기, (주장·슬로건, 등을, 내거는), 기치, (가로·건물의, 입구, 등에, 내거는), 막"
reject,"거부하다, 거절하다, 받아들이지, 않다, 버리다, 불합격시키다"
eau,"물, 우간다의, 자동차, 식별기호, East, Africa, Uganda"
abandoned,"버림받은, 제멋대로의, 파렴치한"
bd,"board, bond, bound, bundle"
circles,"원, 고리, 원형의, 물건, …을, 둥글게, 에워싸다, …을, 피하여, 가다"
italic,"이탤릭체의, 이탤릭체, 이탈리아의"
beats,"(계속해서), …을, 치다, 쳐서, 울리다, 두들겨, 늘이다, (계속해서), 둥둥, 치다, 고동치다"
merry,"즐거운, 메리, 행복한, 흥겹게"
mil,001인치
scuba,"스쿠버, 스쿠버, 장치의, 스쿠버, 다이빙을, 하다"
gore,"고어, …을, 뿔로, 받다, …에, 삼각천을, 대다"
complement,"보완하다, 전량"
cult,"숭배, 컬트, 광신적, 교단"
dash,"돌진하다, 찬물을, 끼얹다, 활기찬, 서두르다, 약간"
passive,"수동적인, 소극적인, 간접, 신중한"
mauritius,"모리셔스, 인도양, 남서부, 마다가르카르섬, 동쪽의, 섬"
valued,"가치를, 가진, 값진, 소중한, 중요한, 평가된"
cage,"우리, 케이지, 새장, 모양의"
checklist,"대조표, 목록, 선거인, 명부"
bangbus,벙푸
requesting,"…을, 부탁하다, 청하다, 원하다, 부탁, 의뢰장"
courage,"용기, 용감"
verde,"베르데, 곶, 세네갈, 서부의, 대서양으로, 돌출한, 곶"
lauderdale,"포트, 로더데일"
scenarios,"(영화의), 시나리오, (연극, 등의), 대본, 예정된, 계획, 각본, (사건의), 예상된, 전개"
gazette,"신문, 관보, 관보에, 게재하다"
hitachi,"일본의, 옛지명., 현재의, 茨城県いばらきけん"
divx,"얼간이, divergence, divide"
extraction,"뽑아냄, 발췌, 적출"
batman,"배트맨, 당번병, 말, 당번"
elevation,"고도, 높이, 향상"
hearings,"의회의, 청문회"
coleman,회붕광(灰硼鑛)
hugh,"남자, 이름"
lap,"무릎, 앉다, 한, 바퀴, 핥다"
utilization,"이용, 활용"
beverages,"(격식), (물, 이외의), 마실, 것, 음료"
calibration,"구경측정, 눈금"
jake,"좋은, 훌륭한, 착실한, 놈"
eval,"평가하다, 수치를, 구하다, …을, 견적하다"
efficiently,"효율적으로, 효과적으로, 능률적으로"
anaheim,"애너하임, 미국, 캘리포니아, 주, 남서부의, 도시"
ping,"인터넷, 접속, 확인, 도구, 핑, 소리를, 내다"
textbook,"교과서, 교재, 교본"
dried,"말린, 건조한, 말라붙은"
entertaining,"재미있는, 즐거운, 유쾌한, 접대, 연예의"
prerequisite,"필요, 조건, 사전에, 필요한, 빠뜨릴, 수, 없는"
luther,루터
frontier,"변경, 영역, 최첨단의"
settle,"정착하다, 해결하다, 타협을, 보다, 자리, 잡다, 결정하다"
stopping,"중지, 차단벽, 휴지"
refugees,"피난민에게, 숙소를, 제공하다"
knights,"(보통, 수동태), 나이트, 작위를, 서임하다, (봉건, 군주를, 섬긴), 기마, 무사, (영국의), 나이트, 작위, 나이트(말의, 머리를, 한, 말)"
hypothesis,"가설, 가정, 추측"
palmer,"성지, 순례자"
medicines,"(내복)약, 의술, (미개, 사회에서의), 주술(呪術), 유익한, 경험, (속어), 술"
flux,"유동, 흐름, 밀물"
derby,"더비, 경마, 경기, 영국의, 지명"
sao,"(비, 따위로), 쓸다, 없애다, (매우, 빨리), 좌우로, 움직이다, 한, 곳에, 모으다, 단번에, 사(詞)를, 완성하다"
peaceful,"평화적인, 평화로운, 편안한"
altered,"드래그, 레이스용, 개조차, 핫, 로드"
pontiac,"폰티액, 영국인에, 대해, 반란을, 일으켰음"
regression,"퇴화, 복귀, 회귀"
doctrine,"원칙, 독트린"
scenic,"경치가, 좋은, 경치, 좋은, 무대, 장치의"
trainers,"훈련시키는, 사람, 훈련, 용구, (trainers), (영), 즈크제의, 운동화((미), sneaker), (비행사), 연습기, 민병, 대원(militiaman)"
muze,"무세, 세금이, 없음"
enhancements,"고양, 증진, 증대, 강화, 등귀"
renewable,"회복할, 수, 있는, 계속, 가능한, 갱신, 가능한"
intersection,"교차점, 사거리, 교집합"
passwords,"암호말(watchword), 통행, 수단, 암호, 패스워드(파일이나, 기기에, 액세스(access)할, 수, 있는, 권한을, 가진, 이용자를, 식별하기, 위한, 문자열)"
sewing,"재봉, 바느질, 봉제업"
consistency,"일관성, 정합성, 점도, 지속성, 일치"
collectors,"수금원, 수집가, 집전, 장치, 태양열, 집적기(solar, collector), 모으는, 사람"
conclude,"결론짓다, 체결하다, 맺다"
recognised,"(사회에), 받아들여진, 공인의"
munich,"뮌헨, 맥주로, 유명, 굴욕적인, 타협, 조약"
oman,"오만, 아라비아, 반도, 남동단의, 나라"
celebs,"(비격식), 유명, 인사(celebrity), 명사(名士)"
gmc,"General, Medical, Council, 의학, 총회의, Germanic"
propose,"제안하다, 제시하다, 제의하다, 청혼하다, 신청하다"
hh,"His, Holiness(로마, 교황의, 칭호), double, hard(연필, 강도, 표시의, 하나)"
azerbaijan,아제르바이잔
lighter,"거룻배, 점등기, 거룻배로, 나르다"
rage,"분노, 격렬, 맹위, 대유행, 화를, 내다"
adsl,"asymmetric, digital, subscriber, line(비대칭, 디지털, 가입자, 회선)"
uh,"그렇지?, 흥"
prix,"상, 상금, 상품, 경품"
astrology,"점성술, 점성학"
advisors,투자자문가법
pavilion,"가설, 건축물, 파빌리언, 부속, 건물"
tactics,"전술, 전략, 방법, 작전, 정책"
trusts,"신임, 확고한, 기대, 신뢰하는, 사람, (격식), 신뢰하다, 확신하다"
occurring,"(격식), 생기다, 나오다, occur, to, A, 마음에, 떠오르다, 일어나다(happen), 나타나다"
supplemental,"보충의, 추보의, 추가"
travelling,"이동, 이동하는(순회하는)"
talented,"재능, 있는, 유능한, 뛰어난, 실력, 있는"
annie,"여자, 이름"
pillow,"베개, 방석"
induction,유도
derek,"남자, 이름"
precisely,"정확히, 정밀하게, 명확하게"
shorter,"단락하다, 짧은, 작은, 급한, 급히"
harley,"남자, 이름, 영국의, 정치가"
spreading,"펴다, …을, 온통, 펴다, (옛투), 음식을, 차려놓다, 펴지다, 분산되다"
provinces,"(행정, 구역으로서의), 도(道), (the, provinces), (수도, 대도시에, 대해서), 지방, (학문·활동의), 부문, 교회, 관구, (본국, 이외의, 영토로, 로마, 지배하의), 속주"
relying,"rely, onuponA, 의지하다, 믿다, 기대를, 걸다(depend, on)"
finals,"최후의, 최종심(審)의, 목적을, 이루는, 최후의, 것, (종종, the, finals), 결승전"
paraguay,"파라과이, 파라과이풍의"
steal,"훔치다, 절도, 빼앗다, 도용하다, 도루"
parcel,"소포, 한, 구획, 나누다, 일부분, 꾸러미로, 만들다"
refined,"정제된, 세련된, 정교한, 고상한, 차분한"
fd,"fire, department, focal, distance, ferredoxin"
bo,"back, order, bad, order, box, office"
fifteen,열다섯
widespread,"광범위한, 널리, 퍼진, 만연한, 확산되는, 일반적인"
incidence,"발생률, 발생, 범위"
fears,"무서워하다, (비격식), 염려하다, 걱정하다, (위험·고통·재난·높은, 곳, 등에, 대한), 무서움, 근심"
predict,"예측하다, 예상하다, 예견하다, 전망하다, 예단하다"
boutique,"부티크, 명품, 상점, 양품점"
acrylic,"아크릴, 도료, 아크릴산의, 아크릴계의"
rolled,"구르다, (천천히), 전진하다, 굽이치다, 굴리다, (원통·공, 모양으로), 말다"
tuner,"조율사, 튜너, 파장, 정조기"
avon,"에이번, 강, 에이번, 잉글랜드, 중부의, 주"
incidents,"사건, 부수적인, 것, (전쟁, 등으로, 확대될, 수, 있는), 사건, 일어나기, 쉬운, 당연히, 따르는"
peterson,피터슨
rays,"광선, (희망, 등의), 빛, 한눈, 빛을, 발하다, 방사상으로, 퍼지다"
asn,아스파라긴(asparagine)
shannon,"섀넌, 강"
toddler,"영아, 유아, 아기, 아이"
enhancing,"…을, 높이다, (컴퓨터에, 의하여), 화질을, 향상시키다, 강화하다, 늘리다, 올리다"
flavor,"향, 맛, 풍미, 조미료, 정취"
alike,"비슷한, 똑같이, 모두, 한결같이"
walt,"남자, 이름"
homeless,"노숙자, 집, 없는, 걸인"
horrible,"끔찍한, 무서운, 소름, 끼치는, 지독한, 불쾌한"
hungry,"배고픈, 부족한, 기아의, 먹고, 싶은"
metallic,금속의
acne,"여드름, 좌창"
blocked,"막힌, 마약에, 취한, 폐색된"
interference,"간섭, 방해, 혼선"
warriors,"(문어), 군인, (정계의), 투사, 병사, (특히), 전투, 경험이, 많은, 군인, 노병"
palestine,"팔레스티나, 왕국, 지중해, 동해안에, 있던, 고대, 왕국, 팔레스타인"
listprice,"정가, 표시, 가격, 생산자, 희망, 소매가"
libs,"(비격식), (여성), 해방, 운동(의)"
undo,"원상태로, 돌리다, 풀다, 벗다, 열다, 몰락시키다"
cadillac,캐딜락
atmospheric,"대기의, 대기로, 이루어진, 분위기, 있는"
malawi,"말라위, 말라위, 호, 말라위, 사람"
wm,"wattmeter, William, white, male"
pk,"pack, park, peak"
sagem,"현명한, 슬기로운, 현자"
knowledgestorm,
dana,"남자, 이름, 여자, 이름"
halo,"후광, 영광, 「할로겐의」뜻"
ppm,"parts, per, million(미량의, 물질의, 양을, 표시하는, 단위), pulse, per, minute(1분간, 맥박수)"
curtis,"남자, 이름"
parental,"부모의, 부모다운, 모체가, 되어, 있는"
referenced,"참조, 참조, 사항, 문의, 참조, 사항을, 달다, 참조하기, 쉽도록, 배열하다"
strikes,"(비격식), …을, 치다, 가하다, 찌르다, 치다, 부딪다"
lesser,"작은, 적은, 덜한, 부족한"
publicity,"홍보, 광고, 선전, 널리, 알림"
marathon,마라톤
ant,개미
proposition,"제안, 명제, 주장, 프로포지션"
gays,"(미·속어), 동성애자, 게이, (특히), 남자, 동성애자, (비격식), 동성애의, (옛투), 명랑한"
pressing,"긴급한, 시급한, 절박한, 누르기, 집요한"
gasoline,"가솔린, 휘발유, 기름"
apt,"적절한, …하기, 쉬운, …하는, 경향이, 있는"
dressed,"입었다, 복장, 옷차림"
scout,"스카우트, 정찰"
belfast,"벨파스트, 영국, 북아일랜드의, 수도"
exec,"executed, execution, executor"
dealt,"deal의, 과거·과거, 분사형"
niagara,"나이아가라, 강, 나이아가라, 폭포, 홍수"
inf,"infinitive, infinity, infirmary"
eos,"에오스, 로마의, 아우로라에, 해당"
warcraft,"월드, 오브, 워, 크래프트, (약어)WOW"
charms,"매력, 참(팔찌·쇠사슬, 등에, 달아, 몸에, 지니는, 장식품), 마법, (종종, 수동태), 황홀하게, 하다, …에, 마법을, 쓰다"
catalyst,"촉매, 기폭제, 자극"
trader,"상인, 무역하는, 트레이더"
bucks,"수컷의, 자르다, (속어), 남자의, (톱으로), 켜다, (미, 군사, 속어), 최하급의"
vcr,"비디오카세트, 리코더, video, cassette, recorder"
denial,"부정, 거부, 부인"
uri,"uniform, resource, identifier(인터넷, 식별자), upper, respiratory, infection(상기도, 감염)"
thrown,"던진, 버려진, 떨어진, 사용된, 날아온"
prepaid,"prepay의, 과거·과거, 분사형, 선불의, 선납의"
raises,"…을, (들어), 올리다, …을, 일으키다, (격식), 짓다, 올리기, (미), (임금·물가, 등의), 인상"
